uf_sigla,cod_regsaud,regiao_saude_pad,ano,mes,quantidade
MG,31080,PECANHA/SAO JOAO EVANGELISTA,2020,11,50
SP,35162,ITAPEVA,2020,11,310
MG,31098,SALINAS,2020,11,59
AL,27005,5ª REGIAO DE SAUDE,2020,11,194
SP,35031,CENTRAL DO DRS III,2020,11,302
BA,29022,SANTO ANTONIO DE JESUS,2020,11,368
RS,43019,REGIAO 19,2020,11,93
AP,16002,AREA NORTE,2020,11,139
AM,13003,RIO MADEIRA,2020,11,270
MG,31067,PADRE PARAISO,2020,11,66
GO,52015,SUDOESTE I,2020,11,468
PA,15012,XINGU,2020,11,581
SP,35092,ASSIS,2020,11,221
RS,43023,REGIAO 23,2020,11,549
PR,41009,9ª RS FOZ DO IGUACU,2020,11,451
MT,51014,TELES PIRES,2020,11,669
MG,31050,CORACAO DE JESUS,2020,11,27
PA,15013,MARAJO I,2020,11,316
RS,43004,REGIAO 04,2020,11,183
PR,41015,15ª RS MARINGA,2020,11,789
RJ,33003,CENTRO-SUL,2020,11,258
PB,25003,3ª REGIAO,2020,11,225
RO,11007,VALE DO GUAPORE,2020,11,51
MA,21019,ZE DOCA,2020,11,387
SP,35161,ITAPETININGA,2020,11,435
SC,42009,ALTO VALE DO RIO DO PEIXE,2020,11,339
BA,29016,JUAZEIRO,2020,11,631
PI,22011,VALE DOS RIOS PIAUI E ITAUEIRAS,2020,11,216
SP,35065,LINS,2020,11,129
AL,27009,9ª REGIAO DE SAUDE,2020,11,287
SP,35152,SANTA FE DO SUL,2020,10,30
GO,52012,RIO VERMELHO,2020,10,186
BA,29023,SEABRA,2020,10,210
CE,23011,11ª REGIAO SOBRAL,2020,10,782
PE,26002,ARCOVERDE,2020,10,481
RS,43022,REGIAO 22,2020,10,195
BA,29028,VITORIA DA CONQUISTA,2020,10,711
BA,29024,SENHOR DO BONFIM,2020,10,368
PE,26012,SERRA TALHADA,2020,10,313
MG,31031,ITAUNA,2020,10,96
RS,43005,REGIAO 05,2020,10,241
SC,42011,NORDESTE,2020,10,797
PA,15004,LAGO DE TUCURUI,2020,10,534
AM,13009,ALTO SOLIMOES,2020,10,528
PE,26001,AFOGADOS DA INGAZEIRA,2020,10,212
MG,31015,SAO JOAO DEL REI,2020,10,215
MA,21014,SANTA INES,2020,10,550
SP,35174,VALE DO PARAIBA/REGIAO SERRANA,2020,10,582
PE,26008,PALMARES,2020,10,618
MS,50003,DOURADOS,2020,10,984
PR,41017,17ª RS LONDRINA,2020,10,832
SP,35073,JUNDIAI,2020,10,828
PR,41018,18ª RS CORNELIO PROCOPIO,2020,10,167
MG,31023,JOAO MONLEVADE,2020,10,92
PB,25014,14ª REGIAO,2020,10,186
MS,50001,CAMPO GRANDE,2020,10,1771
BA,29021,SANTA MARIA DA VITORIA,2020,10,297
GO,52004,ENTORNO SUL,2020,10,1045
MG,31082,SAO GOTARDO,2020,10,102
GO,52017,SUL,2020,10,253
SP,35082,ALTA ANHANGUERA,2020,10,128
MA,21017,TIMON,2020,10,315
CE,23005,5ª REGIAO CANINDE,2020,10,206
PR,41003,3ª RS PONTA GROSSA,2020,10,641
SP,35041,BAIXADA SANTISTA,2020,10,1731
PR,41020,20ª RS TOLEDO,2020,10,414
MG,31045,MURIAE,2020,10,153
SP,35021,CENTRAL DO DRS II,2020,10,237
SE,28007,PROPRIA,2020,10,186
SC,42013,SERRA CATARINENSE,2020,10,297
MA,21009,ITAPECURU MIRIM,2020,10,488
MG,31074,PATROCINIO / MONTE CARMELO,2020,10,188
PE,26004,GARANHUNS,2020,10,574
MG,31038,MANTENA,2020,10,60
PB,25016,16ª REGIAO,2020,10,657
MG,31040,RESPLENDOR,2020,10,74
RJ,33006,METROPOLITANA II,2020,10,1643
MG,31018,CONTAGEM,2020,10,865
SP,35052,SUL - BARRETOS,2020,10,108
MG,31096,ITAMBACURI,2020,10,34
MG,31070,ARAXA,2020,10,209
AP,16001,AREA CENTRAL,2020,10,885
MG,31058,UNAI,2020,10,268
MG,31044,LEOPOLDINA / CATAGUASES,2020,10,125
MG,31004,LAVRAS,2020,10,172
PB,25011,11ª REGIAO,2020,10,85
AM,13003,RIO MADEIRA,2020,10,312
PR,41019,19ª RS JACAREZINHO,2020,10,310
MG,31060,PONTE NOVA,2020,10,178
GO,52014,SERRA DA MESA,2020,10,115
AL,27002,2ª REGIAO DE SAUDE,2020,10,191
SP,35062,BAURU,2020,10,552
PE,26007,OURICURI,2020,10,517
MG,31009,SAO SEBASTIAO DO PARAISO,2020,10,113
BA,29013,ITAPETINGA,2020,10,216
MT,51015,VALE DO PEIXOTO,2020,10,145
BA,29022,SANTO ANTONIO DE JESUS,2020,10,431
CE,23021,21ª REGIAO JUAZEIRO DO NORTE,2020,10,513
MG,31052,JANAUBA/MONTE AZUL,2020,10,292
SE,28006,NOSSA SENHORA DO SOCORRO,2020,10,415
AC,12002,BAIXO ACRE E PURUS,2020,10,711
MG,31066,NANUQUE,2020,10,51
GO,52011,PIRINEUS,2020,10,608
MG,31030,FORMIGA,2020,10,95
BA,29017,PAULO AFONSO,2020,10,301
SP,35171,ALTO VALE DO PARAIBA,2020,10,972
MT,51003,ARAGUAIA XINGU,2020,10,127
RS,43014,REGIAO 14,2020,10,210
PB,25015,15ª REGIAO,2020,10,178
MG,31098,SALINAS,2020,10,72
AL,27004,4ª REGIAO DE SAUDE,2020,10,193
CE,23016,16ª REGIAO CAMOCIM,2020,10,205
MG,31046,SANTOS DUMONT,2020,10,37
RO,11006,CONE SUL,2020,10,196
PA,15008,METROPOLITANA III,2020,10,1121
RN,24002,2ª REGIAO DE SAUDE - MOSSORO,2020,10,474
RS,43013,REGIAO 13,2020,10,195
BA,29012,ITABUNA,2020,10,447
SP,35022,LAGOS DO DRS II,2020,10,132
PB,25007,7ª REGIAO,2020,10,148
SP,35115,PONTAL DO PARANAPANEMA,2020,10,56
PE,26009,PETROLINA,2020,10,676
MG,31022,OURO PRETO,2020,10,169
RS,43021,REGIAO 21,2020,10,731
CE,23017,17ª REGIAO ICO,2020,10,139
AC,12003,JURUA E TARAUACA/ENVIRA,2020,10,427
MG,31065,ITAOBIM,2020,10,84
MG,31076,MANGA,2020,10,86
AL,27007,7ª REGIAO DE SAUDE,2020,10,660
PA,15002,BAIXO AMAZONAS,2020,10,1410
MS,50004,TRES LAGOAS,2020,10,325
SC,42007,GRANDE FLORIANOPOLIS,2020,10,1226
RR,14002,SUL,2020,10,141
CE,23022,22ª REGIAO CASCAVEL,2020,10,359
RN,24007,7ª REGIAO DE SAUDE - METROPOLITANA,2020,10,1329
RS,43008,REGIAO 08,2020,10,732
RN,24006,6ª REGIAO DE SAUDE - PAU DOS FERROS,2020,10,209
PR,41016,16ª RS APUCARANA,2020,10,339
SP,35161,ITAPETININGA,2020,10,467
SC,42005,FOZ DO RIO ITAJAI,2020,10,870
PR,41014,14ª RS PARANAVAI,2020,10,259
PI,22009,VALE DO RIO GUARIBAS,2020,10,418
PI,22004,ENTRE RIOS,2020,10,1482
RS,43018,REGIAO 18,2020,10,103
PE,26010,RECIFE,2020,10,4233
PR,41009,9ª RS FOZ DO IGUACU,2020,10,429
PE,26011,SALGUEIRO,2020,10,179
MG,31061,VICOSA,2020,10,128
MG,31090,LIMA DUARTE,2020,10,51
MG,31048,UBA,2020,10,228
MG,31099,TEOFILO OTONI / MALACACHETA,2020,10,250
PR,41004,4ª RS IRATI,2020,10,173
MG,31017,BETIM,2020,10,763
MG,31008,SAO LOURENCO,2020,10,231
RS,43012,REGIAO 12,2020,10,107
MA,21010,PEDREIRAS,2020,10,264
SC,42016,LAGUNA,2020,10,371
MG,31007,POUSO ALEGRE,2020,10,501
AM,13005,BAIXO AMAZONAS,2020,10,406
MG,31083,BOCAIUVA,2020,10,76
MT,51001,ALTO TAPAJOS,2020,10,124
BA,29010,IRECE,2020,10,465
CE,23002,2ª REGIAO CAUCAIA,2020,10,646
SP,35132,AQUIFERO GUARANI,2020,10,764
GO,52018,SAO PATRICIO II,2020,10,192
MG,31034,CARATINGA,2020,10,209
PA,15011,TOCANTINS,2020,10,962
CE,23010,10ª REGIAO LIMOEIRO DO NORTE,2020,10,220
SP,35157,VOTUPORANGA,2020,10,163
MG,31087,LAGOA DA PRATA/STO ANT DO MONTE,2020,10,129
BA,29026,TEIXEIRA DE FREITAS,2020,10,503
MG,31021,ITABIRA,2020,10,198
PI,22002,CHAPADA DAS MANGABEIRAS,2020,10,260
MA,21001,ACAILANDIA,2020,10,347
MT,51013,SUL MATOGROSSENSE,2020,10,657
SP,35065,LINS,2020,10,142
SC,42015,CARBONIFERA,2020,10,449
PI,22003,COCAIS,2020,10,470
AL,27005,5ª REGIAO DE SAUDE,2020,10,259
CE,23008,8ª REGIAO QUIXADA,2020,10,307
MG,31032,PARA DE MINAS,2020,10,259
MG,31094,ALMENARA/JACINTO,2020,10,146
DF,53001,DISTRITO FEDERAL,2020,10,3209
SP,35151,CATANDUVA,2020,10,237
MA,21005,CAXIAS,2020,10,383
AM,13007,REGIONAL JURUA,2020,10,203
PB,25008,8ª REGIAO,2020,10,129
AL,27009,9ª REGIAO DE SAUDE,2020,10,289
PR,41015,15ª RS MARINGA,2020,10,832
AM,13004,MEDIO AMAZONAS,2020,10,264
MA,21019,ZE DOCA,2020,10,416
PA,15001,ARAGUAIA,2020,10,704
SC,42009,ALTO VALE DO RIO DO PEIXE,2020,10,353
SP,35063,POLO CUESTA,2020,10,277
PA,15010,TAPAJOS,2020,10,410
AC,12001,ALTO ACRE,2020,10,110
BA,29020,SALVADOR,2020,10,2965
MG,31025,VESPASIANO,2020,10,345
SP,35061,VALE DO JURUMIRIM,2020,10,289
MG,31026,DIAMANTINA,2020,10,125
CE,23013,13ª REGIAO TIANGUA,2020,10,424
PR,41013,13ª RS CIANORTE,2020,10,126
PI,22001,CARNAUBAIS,2020,10,166
SP,35094,OURINHOS,2020,10,233
PA,15003,CARAJAS,2020,10,1310
GO,52010,OESTE II,2020,10,122
MG,31097,JUIZ DE FORA,2020,10,483
BA,29011,ITABERABA,2020,10,245
AL,27003,3ª REGIAO DE SAUDE,2020,10,306
SP,35173,LITORAL NORTE,2020,10,359
RJ,33009,SERRANA,2020,10,809
MG,31016,BELO HORIZONTE/ NOVA LIMA/ CAETE,2020,10,2879
PR,41012,12ª RS UMUARAMA,2020,10,262
SP,35156,JOSE BONIFACIO,2020,10,96
RJ,33005,METROPOLITANA I,2020,10,9132
SP,35033,NORTE DO DRS III,2020,10,127
PR,41005,5ª RS GUARAPUAVA,2020,10,553
RN,24005,5ª REGIAO DE SAUDE - SANTA CRUZ,2020,10,183
MT,51010,NORTE MATOGROSSENSE,2020,10,82
SP,35172,CIRCUITO DA FE E VALE HISTORICO,2020,10,428
RN,24001,1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU,2020,10,442
PE,26006,LIMOEIRO,2020,10,596
CE,23020,20ª REGIAO CRATO,2020,10,377
ES,32005,CENTRAL NORTE,2020,10,955
TO,17003,SUDESTE,2020,10,103
MG,31042,CARANGOLA,2020,10,107
CE,23018,18ª REGIAO IGUATU,2020,10,247
SP,35091,ADAMANTINA,2020,10,112
PA,15014,MARAJO II,2020,10,697
PB,25013,13ª REGIAO,2020,10,70
MG,31002,GUAXUPE,2020,10,131
PR,41010,10ª RS CASCAVEL,2020,10,615
MG,31006,POCOS DE CALDAS,2020,10,199
SP,35155,SAO JOSE DO RIO PRETO,2020,10,693
MA,21006,CHAPADINHA,2020,10,482
RS,43006,REGIAO 06 - VALE DO PARANHANA E COSTA SERR,2020,10,221
SP,35142,MANTIQUEIRA,2020,10,220
MG,31081,SANTA MARIA DO SUACUI,2020,10,27
BA,29019,RIBEIRA DO POMBAL,2020,10,314
MG,31078,CONGONHAS,2020,10,127
PB,25006,6ª REGIAO,2020,10,249
MG,31068,PEDRA AZUL,2020,10,51
RO,11002,CAFE,2020,10,184
MG,31055,PIRAPORA,2020,10,144
MA,21012,PRESIDENTE DUTRA,2020,10,327
GO,52009,OESTE I,2020,10,119
MG,31051,FRANCISCO SA,2020,10,66
SP,35104,RIO CLARO,2020,10,230
MT,51004,CENTRO NORTE,2020,10,86
RS,43001,REGIAO 01,2020,10,370
SP,35081,TRES COLINAS,2020,10,411
MG,31020,GUANHAES,2020,10,92
BA,29016,JUAZEIRO,2020,10,736
RS,43015,REGIAO 15,2020,10,183
BA,29006,FEIRA DE SANTANA,2020,10,1155
RS,43016,REGIAO 16,2020,10,204
AM,13008,TRIANGULO,2020,10,294
SP,35074,CIRCUITO DAS AGUAS,2020,10,82
RN,24008,8ª REGIAO DE SAUDE - ACU,2020,10,153
RS,43004,REGIAO 04,2020,10,174
SE,28005,NOSSA SENHORA DA GLORIA,2020,10,215
MG,31093,PIUMHI,2020,10,62
RS,43011,REGIAO 11,2020,10,256
CE,23012,12ª REGIAO ACARAU,2020,10,330
RS,43019,REGIAO 19,2020,10,86
AM,13006,REGIONAL PURUS,2020,10,206
SE,28003,ITABAIANA,2020,10,252
SP,35013,MANANCIAIS,2020,10,1274
MG,31071,FRUTAL / ITURAMA,2020,10,131
MA,21011,PINHEIRO,2020,10,499
MT,51007,MEDIO NORTE MATOGROSSENSE,2020,10,309
GO,52003,ENTORNO NORTE,2020,10,281
RS,43010,REGIAO 10,2020,10,2007
CE,23014,14ª REGIAO TAUA,2020,10,128
PB,25009,9ª REGIAO,2020,10,166
MG,31027,TURMALINA/MINAS NOVAS/CAPELINHA,2020,10,110
MG,31085,TAIOBEIRAS,2020,10,138
MT,51002,BAIXADA CUIABANA,2020,10,1209
SP,35064,JAU,2020,10,258
MT,51005,GARCAS ARAGUAIA,2020,10,175
PA,15013,MARAJO I,2020,10,353
RS,43028,REGIAO 28,2020,10,266
MA,21004,BARRA DO CORDA,2020,10,350
PB,25012,12ª REGIAO,2020,10,218
MG,31088,OLIVEIRA/SANTO ANTONIO DO AMPARO,2020,10,89
BA,29007,GUANAMBI,2020,10,448
SC,42002,OESTE,2020,10,446
PI,22006,SERRA DA CAPIVARA,2020,10,180
MG,31047,SAO JOAO NEPOMUCENO / BICAS,2020,10,57
MG,31049,BRASILIA DE MINAS/SAO FRANCISCO,2020,10,195
MT,51006,MEDIO ARAGUAIA,2020,10,159
GO,52005,ESTRADA DE FERRO,2020,10,338
SC,42003,XANXERE,2020,10,221
CE,23006,6ª REGIAO ITAPIPOCA,2020,10,396
PB,25010,10ª REGIAO,2020,10,113
RO,11004,MADEIRA-MAMORE,2020,10,823
MG,31062,AGUAS FORMOSAS,2020,10,73
MG,31019,CURVELO,2020,10,163
MG,31073,ITUIUTABA,2020,10,161
RS,43003,REGIAO 03,2020,10,492
AM,13002,RIO NEGRO E SOLIMOES,2020,10,464
PB,25005,5ª REGIAO,2020,10,113
PE,26003,CARUARU,2020,10,1560
TO,17002,BICO DO PAPAGAIO,2020,10,236
SP,35114,EXTREMO OESTE PAULISTA,2020,10,67
SP,35153,JALES,2020,10,67
GO,52007,NORDESTE II,2020,10,110
MG,31003,ITAJUBA,2020,10,161
BA,29014,JACOBINA,2020,10,389
SP,35023,CONSORCIOS DO DRS II,2020,10,205
SC,42006,MEDIO VALE DO ITAJAI,2020,10,777
SE,28002,ESTANCIA,2020,10,260
PB,25001,1ª REGIAO MATA ATLANTICA,2020,10,1606
GO,52001,CENTRAL,2020,10,1923
PR,41022,22ª RS IVAIPORA,2020,10,138
SC,42001,EXTREMO OESTE,2020,10,210
RJ,33002,BAIXADA LITORANEA,2020,10,826
MG,31079,CONSELHEIRO LAFAIETE,2020,10,180
SP,35143,RIO PARDO,2020,10,166
MG,31086,DIVINOPOLIS,2020,10,300
AP,16002,AREA NORTE,2020,10,140
SP,35015,GRANDE ABC,2020,10,2419
SE,28001,ARACAJU,2020,10,891
ES,32002,METROPOLITANA,2020,10,2439
SP,35154,FERNANDOPOLIS,2020,10,69
MG,31053,JANUARIA,2020,10,111
BA,29008,IBOTIRAMA,2020,10,244
SC,42008,MEIO OESTE,2020,10,190
MG,31091,CASSIA,2020,10,49
GO,52002,CENTRO SUL,2020,10,995
RJ,33001,BAIA DA ILHA GRANDE,2020,10,259
CE,23003,3ª REGIAO MARACANAU,2020,10,586
MA,21003,BALSAS,2020,10,300
SP,35111,ALTA PAULISTA,2020,10,107
MG,31057,PATOS DE MINAS,2020,10,235
SP,35112,ALTA SOROCABANA,2020,10,304
MT,51011,OESTE MATOGROSSENSE,2020,10,211
PI,22008,VALE DO CANINDE,2020,10,132
SP,35051,NORTE - BARRETOS,2020,10,264
SP,35093,MARILIA,2020,10,343
RJ,33008,NORTE,2020,10,973
SP,35012,FRANCO DA ROCHA,2020,10,537
GO,52013,SAO PATRICIO I,2020,10,157
PI,22007,TABULEIROS DO ALTO PARNAIBA,2020,10,71
MT,51008,NOROESTE MATOGROSSENSE,2020,10,181
PR,41007,7ª RS PATO BRANCO,2020,10,326
RO,11001,VALE DO JAMARI,2020,10,278
RS,43026,REGIAO 26,2020,10,170
PB,25004,4ª REGIAO,2020,10,117
CE,23019,19ª REGIAO BREJO SANTO,2020,10,230
SP,35071,BRAGANCA,2020,10,465
PR,41021,21ª RS TELEMACO BORBA,2020,10,209
AL,27008,8ª REGIAO DE SAUDE,2020,10,232
PI,22005,PLANICIE LITORANEA,2020,10,388
PE,26005,GOIANA,2020,10,304
SP,35095,TUPA,2020,10,101
SP,35034,CORACAO DO DRS III,2020,10,381
MG,31036,GOVERNADOR VALADARES,2020,10,382
PR,41002,2ª RS METROPOLITANA,2020,10,3467
MG,31028,BOM DESPACHO,2020,10,88
RO,11003,CENTRAL,2020,10,414
SC,42014,EXTREMO SUL CATARINENSE,2020,10,190
RJ,33007,NOROESTE,2020,10,277
AM,13001,"MANAUS, ENTORNO E ALTO RIO NEGRO",2020,10,3775
MG,31077,JOAO PINHEIRO,2020,10,83
MG,31037,IPATINGA,2020,10,339
ES,32004,SUL,2020,10,639
PA,15009,RIO CAETES,2020,10,716
MG,31075,UBERLANDIA / ARAGUARI,2020,10,925
RS,43020,REGIAO 20,2020,10,171
RS,43023,REGIAO 23,2020,10,530
PR,41011,11ª RS CAMPO MOURAO,2020,10,303
GO,52016,SUDOESTE II,2020,10,268
MG,31010,TRES CORACOES,2020,10,113
AL,27006,6ª REGIAO DE SAUDE,2020,10,249
SP,35032,CENTRO OESTE DO DRS III,2020,10,118
MT,51014,TELES PIRES,2020,10,703
MA,21008,IMPERATRIZ,2020,10,774
SP,35162,ITAPEVA,2020,10,317
SE,28004,LAGARTO,2020,10,265
MG,31011,TRES PONTAS,2020,10,128
SP,35121,VALE DO RIBEIRA,2020,10,278
SP,35101,ARARAS,2020,10,295
TO,17004,CERRADO TOCANTINS ARAGUAIA,2020,10,197
GO,52015,SUDOESTE I,2020,10,484
SC,42012,PLANALTO NORTE,2020,10,402
MG,31013,BARBACENA,2020,10,215
BA,29018,PORTO SEGURO,2020,10,506
RS,43027,REGIAO 27,2020,10,180
CE,23007,7ª REGIAO ARACATI,2020,10,117
RJ,33004,MEDIO PARAIBA,2020,10,760
BA,29001,ALAGOINHAS,2020,10,481
MA,21002,BACABAL,2020,10,344
TO,17007,CANTAO,2020,10,163
SC,42004,ALTO VALE DO ITAJAI,2020,10,327
SP,35031,CENTRAL DO DRS III,2020,10,265
BA,29009,ILHEUS,2020,10,311
MG,31001,ALFENAS / MACHADO,2020,10,285
SP,35163,SOROCABA,2020,10,1650
RJ,33003,CENTRO-SUL,2020,10,278
PI,22010,VALE DO SAMBITO,2020,10,89
MG,31035,CORONEL FABRICIANO/TIMOTEO,2020,10,192
RN,24004,4ª REGIAO DE SAUDE - CAICO,2020,10,249
PB,25002,2ª REGIAO,2020,10,341
RR,14001,CENTRO NORTE,2020,10,1046
SP,35014,ROTA DOS BANDEIRANTES,2020,10,2199
PR,41008,8ª RS FRANCISCO BELTRAO,2020,10,367
TO,17001,MEDIO NORTE ARAGUAIA,2020,10,418
TO,17006,CAPIM DOURADO,2020,10,469
SP,35141,BAIXA MOGIANA,2020,10,234
MA,21016,SAO LUIS,2020,10,1727
SP,35133,VALE DAS CACHOEIRAS,2020,10,128
MG,31092,PASSOS,2020,10,200
SP,35102,LIMEIRA,2020,10,304
RN,24003,3ª REGIAO DE SAUDE - JOAO CAMARA,2020,10,366
PB,25003,3ª REGIAO,2020,10,201
BA,29003,BRUMADO,2020,10,357
CE,23009,9ª REGIAO RUSSAS,2020,10,168
RS,43017,REGIAO 17,2020,10,409
MA,21018,VIANA,2020,10,330
CE,23015,15ª REGIAO CRATEUS,2020,10,312
TO,17005,ILHA DO BANANAL,2020,10,192
MG,31050,CORACAO DE JESUS,2020,10,30
RS,43024,REGIAO 24,2020,10,119
RO,11005,ZONA DA MATA,2020,10,159
MA,21013,ROSARIO,2020,10,420
SP,35016,SAO PAULO,2020,10,11471
SP,35113,ALTO CAPIVARI,2020,10,62
MG,31012,VARGINHA,2020,10,196
RS,43002,REGIAO 02,2020,10,86
SC,42017,VALE DO ITAPOCU,2020,10,318
SP,35011,ALTO DO TIETE,2020,10,3120
RS,43029,REGIAO 29,2020,10,226
PA,15012,XINGU,2020,10,587
MG,31089,CAMPO BELO,2020,10,69
SP,35083,ALTA MOGIANA,2020,10,106
CE,23004,4ª REGIAO BATURITE,2020,10,151
SP,35103,PIRACICABA,2020,10,472
MG,31095,SERRO,2020,10,45
SP,35072,REGIAO METROPOLITANA DE CAMPINAS,2020,10,2805
RO,11007,VALE DO GUAPORE,2020,10,46
CE,23001,1ª REGIAO FORTALEZA,2020,10,2582
MS,50002,CORUMBA,2020,10,152
MG,31024,SETE LAGOAS,2020,10,333
AP,16003,AREA SUDOESTE,2020,10,322
MA,21007,CODO,2020,10,383
MG,31064,ARACUAI,2020,10,66
MG,31059,MANHUACU,2020,10,344
MA,21015,SAO JOAO DOS PATOS,2020,10,286
PR,41006,6ª RS UNIAO DA VITORIA,2020,10,178
RS,43030,REGIAO 30,2020,10,96
RS,43025,REGIAO 25,2020,10,292
MG,31080,PECANHA/SAO JOAO EVANGELISTA,2020,10,53
BA,29004,CAMACARI,2020,10,623
SP,35092,ASSIS,2020,10,189
MG,31067,PADRE PARAISO,2020,10,58
AL,27010,10ª REGIAO DE SAUDE,2020,10,184
MT,51012,SUDOESTE MATOGROSSENSE,2020,10,165
TO,17008,AMOR PERFEITO,2020,10,148
PA,15006,METROPOLITANA I,2020,10,2355
PR,41001,1ª RS PARANAGUA,2020,10,345
SP,35131,HORIZONTE VERDE,2020,10,379
MG,31084,MONTES CLAROS,2020,10,505
BA,29025,SERRINHA,2020,10,590
SC,42010,ALTO URUGUAI CATARINENSE,2020,10,173
RS,43009,REGIAO 09,2020,10,328
MT,51016,VALE DOS ARINOS,2020,10,67
PI,22011,VALE DOS RIOS PIAUI E ITAUEIRAS,2020,10,213
GO,52008,NORTE,2020,10,133
AL,27001,1ª REGIAO DE SAUDE,2020,10,1537
MG,31072,UBERABA,2020,10,384
MG,31041,ALEM  PARAIBA,2020,10,40
BA,29027,VALENCA,2020,10,350
BA,29002,BARREIRAS,2020,10,607
BA,29005,CRUZ DAS ALMAS,2020,10,254
MT,51009,NORTE ARAGUAIA KARAJA,2020,10,32
GO,52006,NORDESTE I,2020,10,45
RS,43007,REGIAO 07,2020,10,750
BA,29015,JEQUIE,2020,10,516
PA,15007,METROPOLITANA II,2020,10,480
BA,29015,JEQUIE,2020,09,521
RS,43022,REGIAO 22,2020,09,186
MG,31038,MANTENA,2020,09,64
PR,41016,16ª RS APUCARANA,2020,09,344
BA,29002,BARREIRAS,2020,09,650
SP,35094,OURINHOS,2020,09,234
CE,23006,6ª REGIAO ITAPIPOCA,2020,09,405
PR,41002,2ª RS METROPOLITANA,2020,09,3666
RS,43029,REGIAO 29,2020,09,226
RS,43006,REGIAO 06 - VALE DO PARANHANA E COSTA SERR,2020,09,237
SE,28002,ESTANCIA,2020,09,312
ES,32004,SUL,2020,09,679
PB,25004,4ª REGIAO,2020,09,120
MG,31004,LAVRAS,2020,09,173
PI,22006,SERRA DA CAPIVARA,2020,09,183
PR,41008,8ª RS FRANCISCO BELTRAO,2020,09,381
SE,28007,PROPRIA,2020,09,166
BA,29013,ITAPETINGA,2020,09,231
MG,31020,GUANHAES,2020,09,88
SP,35013,MANANCIAIS,2020,09,1377
SC,42001,EXTREMO OESTE,2020,09,232
PB,25007,7ª REGIAO,2020,09,148
GO,52014,SERRA DA MESA,2020,09,140
MG,31095,SERRO,2020,09,56
GO,52002,CENTRO SUL,2020,09,1065
CE,23001,1ª REGIAO FORTALEZA,2020,09,2868
SP,35014,ROTA DOS BANDEIRANTES,2020,09,2268
MA,21006,CHAPADINHA,2020,09,495
PR,41011,11ª RS CAMPO MOURAO,2020,09,330
PR,41022,22ª RS IVAIPORA,2020,09,115
SP,35082,ALTA ANHANGUERA,2020,09,148
MG,31071,FRUTAL / ITURAMA,2020,09,152
PR,41021,21ª RS TELEMACO BORBA,2020,09,204
SC,42010,ALTO URUGUAI CATARINENSE,2020,09,168
MG,31007,POUSO ALEGRE,2020,09,560
MG,31060,PONTE NOVA,2020,09,150
CE,23014,14ª REGIAO TAUA,2020,09,105
MA,21015,SAO JOAO DOS PATOS,2020,09,277
RN,24004,4ª REGIAO DE SAUDE - CAICO,2020,09,279
MG,31087,LAGOA DA PRATA/STO ANT DO MONTE,2020,09,136
PR,41006,6ª RS UNIAO DA VITORIA,2020,09,182
GO,52010,OESTE II,2020,09,128
BA,29021,SANTA MARIA DA VITORIA,2020,09,358
PI,22009,VALE DO RIO GUARIBAS,2020,09,359
SP,35173,LITORAL NORTE,2020,09,403
PB,25015,15ª REGIAO,2020,09,187
MG,31016,BELO HORIZONTE/ NOVA LIMA/ CAETE,2020,09,3080
MG,31075,UBERLANDIA / ARAGUARI,2020,09,918
SP,35156,JOSE BONIFACIO,2020,09,92
SP,35155,SAO JOSE DO RIO PRETO,2020,09,717
PB,25016,16ª REGIAO,2020,09,682
CE,23005,5ª REGIAO CANINDE,2020,09,222
MA,21011,PINHEIRO,2020,09,511
PA,15001,ARAGUAIA,2020,09,687
MA,21012,PRESIDENTE DUTRA,2020,09,365
SP,35112,ALTA SOROCABANA,2020,09,349
AL,27003,3ª REGIAO DE SAUDE,2020,09,264
BA,29028,VITORIA DA CONQUISTA,2020,09,795
MT,51003,ARAGUAIA XINGU,2020,09,113
AL,27005,5ª REGIAO DE SAUDE,2020,09,248
CE,23002,2ª REGIAO CAUCAIA,2020,09,680
MG,31052,JANAUBA/MONTE AZUL,2020,09,303
MG,31080,PECANHA/SAO JOAO EVANGELISTA,2020,09,61
SP,35023,CONSORCIOS DO DRS II,2020,09,264
PB,25006,6ª REGIAO,2020,09,241
RS,43002,REGIAO 02,2020,09,89
MA,21017,TIMON,2020,09,332
SP,35063,POLO CUESTA,2020,09,284
DF,53001,DISTRITO FEDERAL,2020,09,3324
MG,31021,ITABIRA,2020,09,209
AM,13009,ALTO SOLIMOES,2020,09,606
PA,15004,LAGO DE TUCURUI,2020,09,524
RJ,33002,BAIXADA LITORANEA,2020,09,918
PB,25005,5ª REGIAO,2020,09,131
RO,11006,CONE SUL,2020,09,193
SE,28004,LAGARTO,2020,09,287
RS,43018,REGIAO 18,2020,09,120
MG,31008,SAO LOURENCO,2020,09,231
AM,13004,MEDIO AMAZONAS,2020,09,277
BA,29023,SEABRA,2020,09,224
SE,28005,NOSSA SENHORA DA GLORIA,2020,09,230
SP,35162,ITAPEVA,2020,09,329
SP,35092,ASSIS,2020,09,225
RS,43024,REGIAO 24,2020,09,110
RS,43012,REGIAO 12,2020,09,142
BA,29010,IRECE,2020,09,458
MT,51013,SUL MATOGROSSENSE,2020,09,722
MA,21014,SANTA INES,2020,09,485
BA,29008,IBOTIRAMA,2020,09,229
