"","uf","ibge","municipio","cnes","estabelecimento","pop_vinc","bnf_pbf","perc_benef_pbf"
"23038","PE","260550","FERREIROS",6238009,"PSF VEREADOR DIOGENES FELIX DA PAIVA",2643,905,0.34
"23039","PE","260560","FLORES",2432528,"PSF SACO DO ROMAO",2465,894,0.36
"23040","PE","260600","GARANHUNS",2632098,"PACS CENTRO",5501,891,0.16
"23041","PE","260600","GARANHUNS",3002462,"USF DA BELA VISTA",4195,1296,0.31
"23042","PE","260600","GARANHUNS",3002608,"USF DE IRATAMA",2540,1036,0.41
"23043","PE","260600","GARANHUNS",3002624,"USF INDIANO II",3244,713,0.22
"23044","PE","260600","GARANHUNS",7744056,"USF MIRACICA III",1585,603,0.38
"23045","PE","260600","GARANHUNS",3002497,"USF COHAB I",3545,784,0.22
"23046","PE","260600","GARANHUNS",3002594,"USF DA VILA DO QUARTEL",4007,796,0.2
"23047","PE","260600","GARANHUNS",3002675,"USF MAGANO II",3393,1036,0.31
"23048","PE","260600","GARANHUNS",5246903,"USF DA BOA VISTA II",3306,1413,0.43
"23049","PE","260610","GLÓRIA DO GOITÁ",2427192,"PSF ARACA",1619,685,0.42
"23050","PE","260620","GOIANA",2351463,"UBS FLEXEIRAS",5649,1455,0.26
"23051","PE","260620","GOIANA",3195015,"USF QUINTAS",4140,472,0.11
"23052","PE","260620","GOIANA",2428040,"UBS BALDO DO RIO",4360,931,0.21
"23053","PE","260620","GOIANA",2428067,"UBS MELOES",4206,1166,0.28
"23054","PE","260630","GRANITO",550035,"USF DA BELA VISTA ISRAEL LACERDA DE ALENCAR",662,242,0.37
"23055","PE","260630","GRANITO",2635151,"USF RANCHARIA",1331,448,0.34
"23056","PE","260640","GRAVATÁ",2435896,"PSF DE AVENCAS",1780,620,0.35
"23057","PE","260640","GRAVATÁ",2435977,"PSF DE SAO SEVERINO",3043,1026,0.34
"23058","PE","260640","GRAVATÁ",5659973,"PSF DO CRUZEIRO DR JUDAS TADEU DE SOUZA RIOS",3397,1036,0.3
"23059","PE","260660","IBIMIRIM",6380972,"UBS LOTEAMENTO ANGELO GOMES",2488,721,0.29
"23060","PE","260670","IBIRAJUBA",7446527,"USF MUTIRAO",2493,1003,0.4
"23061","PE","260680","IGARASSU",2637731,"ESF SANTA CRUZ I",3966,971,0.24
"23062","PE","260680","IGARASSU",2637766,"ESF AGAMENON MAGALHAES I",3673,909,0.25
"23063","PE","260680","IGARASSU",5714796,"ESF REDENCAO",3644,652,0.18
"23064","PE","260690","IGUARACY",2713969,"ESF DE JABITACA",2801,923,0.33
"23065","PE","260700","INAJÁ",3916723,"UNIDADE DE SAUDE DA FAMILIA TENENTE DOMINGOS GOMES",3913,1676,0.43
"23066","PE","260710","INGAZEIRA",2635585,"ESF SANTA ROSA",2152,919,0.43
"23067","PE","260720","IPOJUCA",9086293,"UBS RUROPOLIS DE CAMELA",0,NA,NA
"23068","PE","260720","IPOJUCA",2714620,"USF 10 BAIRRO SAO MIGUEL",3170,947,0.3
"23069","PE","260720","IPOJUCA",6464513,"USF 20 APOLONIO DA PAIXAO RIBEIRO",3404,691,0.2
"23070","PE","260720","IPOJUCA",146307,"USF 22 BELA VISTA",1982,685,0.35
"23071","PE","260730","IPUBI",2713691,"ESF PAJEU",2092,759,0.36
"23072","PE","260750","ITAÍBA",2704196,"UNIDADE DE SAUDE DA FAMILIA LUANA MARIA MARTINS",2146,1305,0.61
"23073","PE","260760","ILHA DE ITAMARACÁ",6485553,"USF RIO AMBA",2843,770,0.27
"23074","PE","260765","ITAMBÉ",2429055,"UNIDADE DE SAUDE DA FAMILIA DA SALGADEIRA",2516,588,0.23
"23075","PE","260765","ITAMBÉ",2429071,"UNIDADE DE SAUDE DA FAMILIA ANTONIO B MENESES",2848,741,0.26
"23076","PE","260765","ITAMBÉ",3798127,"P S F FRANCISCO CORDEIRO",3953,1620,0.41
"23077","PE","260770","ITAPETIM",6447481,"ESF DE GAMELEIRA",1329,411,0.31
"23078","PE","260775","ITAPISSUMA",2432331,"USF GREMIO",2993,946,0.32
"23079","PE","260780","ITAQUITINGA",3665437,"PSF INEZ TEREZA",1154,418,0.36
"23080","PE","260790","JABOATÃO DOS GUARARAPES",7152221,"USF INALDO ALVES DE FRANCA II",3295,774,0.23
"23081","PE","260790","JABOATÃO DOS GUARARAPES",6586139,"USF JARDIM MURIBECA II",2331,737,0.32
"23082","PE","260790","JABOATÃO DOS GUARARAPES",3779785,"USF CURADO III II",3565,415,0.12
"23083","PE","260790","JABOATÃO DOS GUARARAPES",5405939,"USF ALTO DO RESERVATORIO",2667,509,0.19
"23084","PE","260790","JABOATÃO DOS GUARARAPES",9121870,"USF LADEIRA DA IGREJA",3579,935,0.26
"23085","PE","260790","JABOATÃO DOS GUARARAPES",452327,"USF CURADO IV",7701,1848,0.24
"23086","PE","260790","JABOATÃO DOS GUARARAPES",2346672,"USF MARIA DULCE SIMOES QUITANDINHA",4827,1059,0.22
"23087","PE","260790","JABOATÃO DOS GUARARAPES",2347822,"USF VILA PALMARES",2181,715,0.33
"23088","PE","260790","JABOATÃO DOS GUARARAPES",2348039,"USF VILA JOAO DE DEUS",4318,1202,0.28
"23089","PE","260790","JABOATÃO DOS GUARARAPES",5679079,"USF SOCORRO",3618,601,0.17
"23090","PE","260790","JABOATÃO DOS GUARARAPES",7758766,"USF JARDIM JORDAO I",3516,650,0.18
"23091","PE","260790","JABOATÃO DOS GUARARAPES",7741839,"USF NOVA DIVINEIA II",4894,969,0.2
"23092","PE","260790","JABOATÃO DOS GUARARAPES",2346729,"USF NOSSA SENHORA DOS PRAZERES",2911,693,0.24
"23093","PE","260790","JABOATÃO DOS GUARARAPES",2348020,"USF QUADROS",4298,894,0.21
"23094","PE","260790","JABOATÃO DOS GUARARAPES",2349612,"USF LAGOA DAS GARCAS",2495,632,0.25
"23095","PE","260790","JABOATÃO DOS GUARARAPES",2638789,"USF ENGENHO VELHO I",2316,413,0.18
"23096","PE","260795","JAQUEIRA",6137008,"PSF DORINHA RODRIGUES",1988,631,0.32
"23097","PE","260800","JATAÚBA",863068,"ESF MIMOSO",488,229,0.47
"23098","PE","260800","JATAÚBA",2433702,"POSTO DE SAUDE DE JUNDIA",1875,926,0.49
"23099","PE","260800","JATAÚBA",863033,"ESF LOTEAMENTO BOM JESUS II",222,129,0.58
"23100","PE","260805","JATOBÁ",7198035,"U S F DE ITAPARICA",3399,666,0.2
"23101","PE","260810","JOÃO ALFREDO",2636573,"UNIDADE DA SAUDE DA FAMILIA DE OSWALDO LIMA",4345,1361,0.31
"23102","PE","260810","JOÃO ALFREDO",2712725,"UNIDADE DE SAUDE DA FAMILIA CAMPOS DO BORBA",1406,557,0.4
"23103","PE","260820","JOAQUIM NABUCO",2433451,"POSTO DE SAUDE SAO MIGUEL",2355,1086,0.46
"23104","PE","260820","JOAQUIM NABUCO",2433508,"POSTO MARIA DE LOURDES LIMA DA SILVA",1440,648,0.45
"23105","PE","260825","JUCATI",2632780,"ESF DO NEVES",3701,1499,0.41
"23106","PE","260840","JUREMA",3908259,"PSF ZONA DA MATA",786,414,0.53
"23107","PE","260840","JUREMA",7211058,"PSF SANTA LUZIA",3447,1173,0.34
"23108","PE","260845","LAGOA DO CARRO",2715392,"UNIDADE MISTA SIMEAO RIBEIRO DE LEMOS",0,NA,NA
"23109","PE","260850","LAGOA DE ITAENGA",2712555,"POSTO DE SAUDE DA FAMILIA PROGRESSO",2666,805,0.3
"23110","PE","260870","LAGOA DOS GATOS",980501,"UBS VILA DO ROSARIO",412,214,0.52
"23111","PE","260870","LAGOA DOS GATOS",279064,"USB OTILIA SOARES MONTEIRO",2311,1103,0.48
"23112","PE","260875","LAGOA GRANDE",7770197,"ESTRATEGIA DE SAUDE DA FAMILIA ESF 09",828,380,0.46
"23113","PE","260880","LAJEDO",5812879,"USF MARIA VIEIRA DE SOUZA DONA LICOTA",3735,1555,0.42
"23114","PE","260880","LAJEDO",420484,"USF FREI DAMIAO",1985,983,0.5
"23115","PE","260880","LAJEDO",2632829,"USF LOTEAMENTO VILELA",4875,1465,0.3
"23116","PE","260890","LIMOEIRO",2350599,"UNIDADE DE SAUDE DA FAMILIA DR LUIZ CABRAL PIMENTEL",3298,997,0.3
"23117","PE","260900","MACAPARANA",2636441,"P S F DE PIRAUA",2348,814,0.35
"23118","PE","260910","MACHADOS",2353288,"UNIDADE DE SAUDE DA FAMILIA SANTA TEREZINHA",2321,693,0.3
"23119","PE","260910","MACHADOS",5149703,"UNIDADE DE SAUDE DA FAMILIA CELIO GUERRA ALVES",2842,789,0.28
"23120","PE","260930","MIRANDIBA",2634481,"USF VILA PROJETADA",3844,1264,0.33
"23121","PE","260940","MORENO",2343770,"UBS ENFERMEIRO BRAZ JOSE DA SILVA",1555,629,0.4
"23122","PE","260940","MORENO",7123086,"PSF CARAUNA",1532,565,0.37
"23123","PE","260950","NAZARÉ DA MATA",2636352,"PSF DO SITIO NOVO",1700,277,0.16
"23124","PE","260960","OLINDA",2344793,"USF COHAB PEIXINHOS I II III",12991,2308,0.18
"23125","PE","260960","OLINDA",2344815,"USF ALTO NOVA OLINDA",4664,1127,0.24
"23126","PE","260960","OLINDA",2344904,"USF PASSARINHO",5492,1332,0.24
"23127","PE","260960","OLINDA",2344920,"USF ALTO DA BONDADE II",3998,892,0.22
"23128","PE","260960","OLINDA",2344947,"USF JARDIM BRASIL V EQUIPE I E II",7464,1950,0.26
"23129","PE","260960","OLINDA",2345129,"USF ILHA DO MARUIM",3621,980,0.27
"23130","PE","260960","OLINDA",2345366,"USF ALTO DO CAJUEIRO",3499,829,0.24
"23131","PE","260960","OLINDA",5720141,"USF BULTRINS MONTE I E II",8715,1560,0.18
"23132","PE","260960","OLINDA",6363725,"USF VILA MANCHETE",5010,859,0.17
"23133","PE","260960","OLINDA",6680526,"USF DE SAPUCAIA I",4829,1231,0.25
"23134","PE","260960","OLINDA",2344912,"USF ALTO DA BONDADE I",4181,1046,0.25
"23135","PE","260960","OLINDA",3842282,"USF BONSUCESSO I",5074,933,0.18
"23136","PE","260960","OLINDA",3842320,"USF AMARO BRANCO",4062,764,0.19
"23137","PE","260960","OLINDA",5554071,"USF TORRES GALVAO",5640,1100,0.2
"23138","PE","260980","OROCÓ",888982,"PSF ASSENTAMENTO BOM JESUS",372,177,0.48
"23139","PE","260990","OURICURI",7688989,"USF SANTO ANTONIO II",1996,682,0.34
"23140","PE","260990","OURICURI",2353253,"USF JOSE PIMENTEL LINS",6684,1444,0.22
"23141","PE","260990","OURICURI",3403297,"USF JACARE",1974,845,0.43
"23142","PE","260990","OURICURI",3403289,"USF ALTO PARAISO",3101,1373,0.44
"23143","PE","261000","PALMARES",7586868,"UNIDADE BASICA DE SAUDE PRISIONAL PRRL",1133,225,0.2
"23144","PE","261000","PALMARES",907979,"UBS CAPRICHO",551,285,0.52
"23145","PE","261000","PALMARES",907855,"UBS NEWTON CARNEIRO II",925,371,0.4
"23146","PE","261000","PALMARES",2315394,"PSF SERRO AZUL",2425,1150,0.47
"23147","PE","261010","PALMEIRINA",2632640,"UNIDADE DE SAUDE DA FAMILIA JAMILY DANTAS DE LIMA",2510,1051,0.42
"23148","PE","261020","PANELAS",189626,"UNIDADE BASICA DE SAUDE DE BOCA DA MATA",1261,487,0.39
"23149","PE","261030","PARANATAMA",9494898,"PSF FLORENTINO BEZERRA DE CARVALHO",1482,548,0.37
"23150","PE","261040","PARNAMIRIM",2824361,"UBS MASSAPE",56,28,0.5
"23151","PE","261040","PARNAMIRIM",2712938,"USF SAO DOMINGOS",1695,704,0.42
"23152","PE","261050","PASSIRA",7570155,"USF DO APARA",1195,394,0.33
"23153","PE","261050","PASSIRA",5095352,"USF ALTO SANTA INES",3801,1312,0.35
"23154","PE","261060","PAUDALHO",3021548,"PSF GUADALAJARA III",3042,793,0.26
"23155","PE","261060","PAUDALHO",9616462,"PSF PRIMAVERA III",3105,975,0.31
"23156","PE","261060","PAUDALHO",2352508,"PSF MUSSUREPE",2295,600,0.26
"23157","PE","261060","PAUDALHO",2713780,"PSF ASA BRANCA",3694,916,0.25
"23158","PE","261070","PAULISTA",5478200,"PACS ARTHUR LUNDGREN I",3184,742,0.23
"23159","PE","261070","PAULISTA",5478227,"PACS JANGA",4238,927,0.22
"23160","PE","261070","PAULISTA",5478316,"PACS JOSINO GUERRA II",2948,488,0.17
"23161","PE","261070","PAULISTA",5478340,"PACS PRAIA JANGA",2414,354,0.15
"23162","PE","261070","PAULISTA",3996735,"USF MIRUEIRA",2796,737,0.26
"23163","PE","261070","PAULISTA",3996859,"USF MARANGUAPE I A",4510,928,0.21
"23164","PE","261070","PAULISTA",2348918,"USF ALBERT SABIN I",3235,593,0.18
"23165","PE","261070","PAULISTA",2348977,"USF SAO PEDRO",4832,782,0.16
"23166","PE","261070","PAULISTA",3778827,"USF JURANDIR FREIRE REZENDE II",2308,562,0.24
"23167","PE","261100","PETROLÂNDIA",2713799,"PSF PROJETO BARREIRAS",3275,1158,0.35
"23168","PE","261100","PETROLÂNDIA",2634058,"PSF AGROVILA 04 BLOCO 4",2332,870,0.37
"23169","PE","261110","PETROLINA",2429756,"UBS BEBEDOURO",2818,904,0.32
"23170","PE","261110","PETROLINA",2429764,"UBS JANUARIO FERREIRA NUNES",4444,1500,0.34
"23171","PE","261110","PETROLINA",2429780,"UBS C 1",5474,1630,0.3
"23172","PE","261110","PETROLINA",2726912,"UBS URUAS",2111,827,0.39
"23173","PE","261110","PETROLINA",9601872,"UBS JARDIM MARAVILHA",4381,713,0.16
"23174","PE","261110","PETROLINA",5321697,"UBS JOSEFA DE SOUZA SILVA",12717,3362,0.26
"23175","PE","261110","PETROLINA",2429969,"UBS PARTEIRA IDALINA DOS SANTOS",6511,1765,0.27
"23176","PE","261130","POMBOS",2432749,"PSF SEVERINA PEDROSO DA CUNHA",810,316,0.39
"23177","PE","261130","POMBOS",2432722,"PSF MANOEL COCO",2090,874,0.42
"23178","PE","261150","QUIPAPÁ",2356392,"UNIDADE DE SAUDE DA FAMILIA ANTONIO TOMAS BATISTA",1926,888,0.46
"23179","PE","261150","QUIPAPÁ",5859859,"UNIDADE DE SAUDE DA FAMILIA RUBENS LOPES DA SILVA",859,405,0.47
"23180","PE","261160","RECIFE",1236,"US 152 CS INA ROSA BORGES",11698,2056,0.18
"23181","PE","261160","RECIFE",752,"US 119 CS PROF JOSE CARNEIRO LEAO",2785,746,0.27
"23182","PE","261160","RECIFE",6471188,"SECRETARIA DE SAUDE DO ESTADO DE PERNAMBUCO",1,NA,NA
"23183","PE","261160","RECIFE",28665,"US 278 USF NOSSA SRA DO PILAR BAIRRO DO RECIFE",2227,611,0.27
"23184","PE","261160","RECIFE",7574223,"UNIDADE BASICA DE SAUDE PRISIONAL PFDB",2175,163,0.07
"23185","PE","261160","RECIFE",2679779,"US 287 USF ALTO JOSE DO PINHO",8779,1546,0.18
"23186","PE","261160","RECIFE",3703223,"US 331 USF PROF AMAURY DE MEDEIROS",6900,835,0.12
"23187","PE","261160","RECIFE",22209,"US 241 USF COELHOS II",3268,788,0.24
"23188","PE","261160","RECIFE",22225,"US 243 USF SANTO AMARO II",5110,1322,0.26
"23189","PE","261160","RECIFE",22357,"US 236 USF RODA DE FOGO MACAE",2755,830,0.3
"23190","PE","261160","RECIFE",26344,"US 266 USF MANGUEIRA II",6600,1168,0.18
"23191","PE","261160","RECIFE",28088,"US 273 USF BIANOR TEODOSIO",4922,826,0.17
"23192","PE","261160","RECIFE",29130,"US 285 USF SAO JOSE DO COQUE",6536,1824,0.28
"23193","PE","261160","RECIFE",3153479,"US 299 USF JORDAO BAIXO",7917,1323,0.17
"23194","PE","261160","RECIFE",3153568,"US 297 USF DO PINA",10451,2762,0.26
"23195","PE","261160","RECIFE",3302032,"US 309 USF PONTO DE PARADA",7713,617,0.08
"23196","PE","261160","RECIFE",3639827,"US 154 USF UPINHA DIA RIO DA PRATA",8093,2061,0.25
"23197","PE","261160","RECIFE",5601053,"US 345 USF PLANETA DOS MACACOS I",4061,858,0.21
"23198","PE","261160","RECIFE",6334067,"US 350 USF CORREGO DO EUCALIPTO",5347,1093,0.2
"23199","PE","261160","RECIFE",6916325,"US 378 USF JARDIM TERESOPOLIS",2822,512,0.18
"23200","PE","261160","RECIFE",9890327,"US 314 USF RIO DA PRATA",2356,549,0.23
"23201","PE","261170","RIACHO DAS ALMAS",2344505,"POSTO DE SAUDE DE TRAPIA PSF I",3683,1567,0.43
"23202","PE","261170","RIACHO DAS ALMAS",6408230,"ESF VI ALTO DO JIQUIRI",5121,1674,0.33
"23203","PE","261180","RIBEIRÃO",2713152,"PSF VII FERNANDO JULIO DE ALBUQUERQUE MARANHAO",1307,479,0.37
"23204","PE","261180","RIBEIRÃO",3118037,"POSTO DO PSF IV MARIA ANUNCIADA DA SILVA",3408,1221,0.36
"23205","PE","261190","RIO FORMOSO",3980138,"POSTO DE SAUDE DA FAMILIA DOS LOTES",2763,717,0.26
"23206","PE","261200","SAIRÉ",5039223,"PSF VALE VERDE",3022,983,0.33
"23207","PE","261210","SALGADINHO",984493,"USF DE ARARAS",98,42,0.43
"23208","PE","261210","SALGADINHO",2428199,"USF MARIA AMELIA",3708,1123,0.3
"23209","PE","261210","SALGADINHO",2428172,"PSF DE QUEIMADOS",1503,487,0.32
"23210","PE","261210","SALGADINHO",2428202,"PSF III SOBRADINHO",1173,393,0.34
"23211","PE","261220","SALGUEIRO",9997997,"UNIDADE BASICA DE SAUDE DR OTAVIO ARAUJO REGO",2298,1039,0.45
"23212","PE","261230","SALOÁ",6507085,"PSF SANTA TEREZA",1301,583,0.45
"23213","PE","261240","SANHARÓ",7429142,"USF DE ESPLENDOR",2926,743,0.25
"23214","PE","261247","SANTA CRUZ DA BAIXA VERDE",7575416,"USF JOAQUIM JOSE DE GOES",2495,849,0.34
"23215","PE","261250","SANTA CRUZ DO CAPIBARIBE",9590471,"UNIDADE BASICA DE SAUDE PRISIONAL PSCC",1418,223,0.16
"23216","PE","261250","SANTA CRUZ DO CAPIBARIBE",2344335,"UNIDADE DE SAUDE DA FAMILIA DO POCO FUNDO",4037,1496,0.37
"23217","PE","261250","SANTA CRUZ DO CAPIBARIBE",3321363,"UNIDADE DE SAUDE DA FAMILIA DO CRUZ ALTA",3783,970,0.26
"23218","PE","261250","SANTA CRUZ DO CAPIBARIBE",2344297,"UNIDADE DE SAUDE DA FAMILIA DE SANTA TEREZA",3736,1013,0.27
"23219","PE","261260","SANTA MARIA DA BOA VISTA",3009130,"USF AGROVILA 29",3431,1633,0.48
"23220","PE","261280","SANTA TEREZINHA",3567869,"PSF DA VILA MARIA LICA",1973,1017,0.52
"23221","PE","261300","SÃO BENTO DO UNA",2713489,"PROGRAMA DE AGENTES COMUNITARIOS DE SAUDE",7927,2201,0.28
"23222","PE","261300","SÃO BENTO DO UNA",2352176,"USF DA PIMENTA",2047,782,0.38
"23223","PE","261300","SÃO BENTO DO UNA",9862781,"UBS TERREIROS",4356,1518,0.35
"23224","PE","261310","SÃO CAITANO",3654133,"UBS XI VARZEA DA COBRA",1170,473,0.4
"23225","PE","261310","SÃO CAITANO",2630842,"PSF I ALTO DA SAUDADE",3731,1373,0.37
"23226","PE","261330","SÃO JOAQUIM DO MONTE",3459969,"USF SAMUEL ALVES CABRAL COHAB",3074,858,0.28
"23227","PE","261340","SÃO JOSÉ DA COROA GRANDE",2712326,"POSTO DE SAUDE ABREU DO UNA",1309,406,0.31
"23228","PE","261340","SÃO JOSÉ DA COROA GRANDE",2714264,"PSF VIRGINIA ALBUQUERQUE",1555,493,0.32
"23229","PE","261350","SÃO JOSÉ DO BELMONTE",2703416,"POSTO DE SAUDE MARIOLA",1887,948,0.5
"23230","PE","261360","SÃO JOSÉ DO EGITO",2635682,"ESF BAIRRO IPIRANGA",2900,734,0.25
"23231","PE","261360","SÃO JOSÉ DO EGITO",947806,"ESF SAO JOAO II",1588,597,0.38
"23232","PE","261360","SÃO JOSÉ DO EGITO",2635658,"ESF BAIRRO NOVO HORIZONTE",2828,596,0.21
"23233","PE","261360","SÃO JOSÉ DO EGITO",2351978,"ESF DE CURRALINHO",1895,578,0.31
"23234","PE","261370","SÃO LOURENÇO DA MATA",2635860,"POSTO DE SAUDE DA FAMILIA PIXETE",4725,1315,0.28
"23235","PE","261370","SÃO LOURENÇO DA MATA",2635992,"POSTO DE SAUDE DA FAMILIA BELA VISTA",2678,636,0.24
"23236","PE","261370","SÃO LOURENÇO DA MATA",2712628,"POSTO DE SAUDE DA FAMILIA SAO JOAO E SAO PAULO II",2476,579,0.23
"23237","PE","261370","SÃO LOURENÇO DA MATA",2635909,"POSTO DE SAUDE DA FAMILIA BEIRA RIO",2902,913,0.31
"23238","PE","261390","SERRA TALHADA",2351692,"USF DO MUTIRAO",3893,1274,0.33
"23239","PE","261390","SERRA TALHADA",2635720,"USF BORBOREMA",2955,1007,0.34
"23240","PE","261390","SERRA TALHADA",3665771,"USF ALTO DA CONCEICAO",3957,760,0.19
"23241","PE","261400","SERRITA",2349493,"UNIDADE DA FAMILIA DE SANTA ROSA",1988,769,0.39
"23242","PE","261400","SERRITA",2349507,"PSF MAMELUCO",1443,586,0.41
"23243","PE","261410","SERTÂNIA",2633094,"USF 13 DE MAIO",3522,1337,0.38
"23244","PE","261410","SERTÂNIA",3316637,"USF MARIO MELO",3112,1142,0.37
"23245","PE","261420","SIRINHAÉM",2714337,"PSF OUTEIRO",3109,1008,0.32
"23246","PE","261420","SIRINHAÉM",2431904,"PSF IBIRATINGA",3329,888,0.27
"23247","PE","261450","SURUBIM",3545091,"UNIDADE DE SAUDE DA FAMILIA DO PLANALTO",8698,2645,0.3
"23248","PE","261460","TABIRA",2348543,"ESF BAIRRO DE FATIMA",3056,914,0.3
"23249","PE","261460","TABIRA",2348551,"USF BAIRRO JOAO CORDEIRO",2752,977,0.36
"23250","PE","261485","TAMANDARÉ",967726,"UNIDADE SAUDE DA FAMILIA MARIA VILMA",535,168,0.31
"23251","PE","261485","TAMANDARÉ",3565467,"POSTO DE SAUDE FAMILIA DA CINCO DE JULHO",4243,1374,0.32
"23252","PE","261500","TAQUARITINGA DO NORTE",285323,"USF CAPIBARIBE",2553,552,0.22
"23253","PE","261500","TAQUARITINGA DO NORTE",2630974,"USF JERIMUM",1974,618,0.31
"23254","PE","261530","TIMBAÚBA",5739276,"PSF DO CONJUNTO ISMAEL VASCONCELOS",2242,918,0.41
"23255","PE","261530","TIMBAÚBA",6874053,"PSF CENTRO",2931,408,0.14
"23256","PE","261530","TIMBAÚBA",2428016,"PSF DE CRUANGI POSTO DE SAUDE DE CRUANGI",2628,737,0.28
"23257","PE","261530","TIMBAÚBA",5512360,"PSF SANTA ANA",3393,545,0.16
"23258","PE","261540","TORITAMA",2704080,"PSF CENTRO",3520,727,0.21
"23259","PE","261550","TRACUNHAÉM",3756661,"PSF BELO ORIENTE",1834,669,0.36
"23260","PE","261550","TRACUNHAÉM",9401377,"USF RENASCER",573,211,0.37
"23261","PE","261560","TRINDADE",6683479,"USF CENTRO II MARIA DE SOUZA LIMA",2609,625,0.24
"23262","PE","261580","TUPANATINGA",3566455,"UBSF BAIRRO NOVO HORIZONTE",2484,1108,0.45
"23263","PE","261590","TUPARETAMA",935336,"ESF VANILDA TORRES DA COSTA PATRIOTA",1760,710,0.4
"23264","PE","261618","VERTENTE DO LÉRIO",2636530,"UBS TAMBOR DE CIMA",2291,632,0.28
"23265","PE","261630","VICÊNCIA",5895200,"UNIDADE DE SAUDE DA FAMILIA MAE RAINHA",2924,663,0.23
"23266","PE","261630","VICÊNCIA",2355809,"PSF COMUNIDADE CRISTA",3783,790,0.21
"23267","PE","261640","VITÓRIA DE SANTO ANTÃO",2638215,"U S F LADEIRA DE PEDRAS",3398,1312,0.39
"23268","PE","261640","VITÓRIA DE SANTO ANTÃO",2638134,"U S F GALILEIA",1217,414,0.34
"23269","PE","261640","VITÓRIA DE SANTO ANTÃO",2638142,"U S F LOTEAMENTO CONCEICAO I",3507,1350,0.38
"23270","PE","261640","VITÓRIA DE SANTO ANTÃO",2638185,"U S F DO MATADOURO",3651,910,0.25
"23271","PE","261640","VITÓRIA DE SANTO ANTÃO",2711486,"U S F AGUAS BRANCAS",2827,843,0.3
"23272","PE","261640","VITÓRIA DE SANTO ANTÃO",2638150,"U S F LAGOA REDONDA",3837,1009,0.26
"23273","PE","261650","XEXÉU",2356252,"PSF 04 DE CAMPOS FRIOS",1649,630,0.38
"23274","PE","260005","ABREU E LIMA",2713632,"USF PLANALTO",6041,1791,0.3
"23275","PE","260005","ABREU E LIMA",2713829,"USF CAETES I",5544,1532,0.28
"23276","PE","260005","ABREU E LIMA",2713837,"USF CAETES III A",2323,715,0.31
"23277","PE","260005","ABREU E LIMA",2713845,"USF CAETES VELHO ALTO",2351,668,0.28
"23278","PE","260010","AFOGADOS DA INGAZEIRA",7348096,"ESF DOIS RIACHOS",2385,979,0.41
"23279","PE","260020","AFRÂNIO",2551632,"ESF DE EXTREMA",2252,949,0.42
"23280","PE","260020","AFRÂNIO",2551659,"ESF DE BARRA DAS MELANCIAS",1421,642,0.45
"23281","PE","260020","AFRÂNIO",7942028,"ESF CUSTODIA MARIA DA CONCEICAO",1340,641,0.48
"23282","PE","260020","AFRÂNIO",2635003,"ESF JOSE E MARIA RODRIGUES DE MACEDO",1746,816,0.47
"23283","PE","260050","ÁGUAS BELAS",2703009,"USF DE CURRAL NOVO",3288,1707,0.52
"23284","PE","260050","ÁGUAS BELAS",2704137,"USF NAHOR GUEIROS LAGOA DO BARRO",5100,2376,0.47
"23285","PE","260050","ÁGUAS BELAS",6894666,"UNIDADE DE SAUDE DA FAMILIA ZILDA ARNS",3835,1811,0.47
"23286","PE","260060","ALAGOINHA",2427370,"USF FREI ESTEVAO",2261,686,0.3
"23287","PE","260070","ALIANÇA",5592089,"USF ENFERMEIRA MARIELLY BALBINO",3661,1006,0.27
"23288","PE","260090","AMARAJI",6584373,"PSF JOAO GOUVEIA DA SILVA",2273,686,0.3
"23289","PE","260105","ARAÇOIABA",2712458,"ESF I DOM HELDER CAMARA",4087,1546,0.38
"23290","PE","260110","ARARIPINA",7347448,"EAP SERRA DO JARDIM",2319,1179,0.51
"23291","PE","260110","ARARIPINA",2635321,"ESF LAGOA DO BARRO",3129,1220,0.39
"23292","PE","260120","ARCOVERDE",2633671,"UBSF EULALIA CAMELO VILA DO PRESIDIO",3167,1081,0.34
"23293","PE","260120","ARCOVERDE",2633795,"UBSF DR JOSE CAVALCANTI ALVES SAO CRISTOVAO",3381,731,0.22
"23294","PE","260130","BARRA DE GUABIRABA",2630583,"PSF I JOSE MARCOLINO DO NASCIMENTO",1734,689,0.4
"23295","PE","260130","BARRA DE GUABIRABA",9277579,"PSF VI EROTIDES VITURINA DE MOURA",1389,288,0.21
"23296","PE","260140","BARREIROS",7620349,"PSF JOSICLEIDE MARIA DA SILVA SOUZA",11409,3178,0.28
"23297","PE","260160","BELÉM DO SÃO FRANCISCO",2703904,"ESTRATEGIA SAUDE DA FAMILIA RIACHO PEQUENO",1419,761,0.54
"23298","PE","260160","BELÉM DO SÃO FRANCISCO",2634457,"ESTRATEGIA SAUDE DA FAMILIA IBO",1854,960,0.52
"23299","PE","260170","BELO JARDIM",5488885,"UBS PONTILHAO",4632,1156,0.25
"23300","PE","260170","BELO JARDIM",2436280,"UBS VILA RAIZ JOSE ESTEVAO FILHO",2086,786,0.38
"23301","PE","260170","BELO JARDIM",4017609,"UBS COHAB II NARCISIO VITAL DE MELO",4482,1678,0.37
"23302","PE","260180","BETÂNIA",3646270,"PSF ALTO DO BOM JESUS",2634,871,0.33
"23303","PE","260190","BEZERROS",2344106,"POSTO DE SAUDE DE POCO VERDE",3477,1170,0.34
